-251,37910.5678,4.1490,-0.0000,0.0000,816.0846,1
-273,28060.1951,1.1152,-0.0000,0.0000,1039.1153,1
-256,34264.0173,2.5115,-0.0000,0.0000,893.4426,1
-241,130963.5477,4.0219,-0.0000,0.0000,741.0033,1
-246,37454.9483,6.8486,-0.0000,1.4080,684.7009,1
-251,66885.4085,2.8160,-0.0000,0.0000,962.9587,0
-259,41065.8987,3.7342,-0.0000,0.0000,451.5588,1
-271,27176.5804,2.2385,-0.0000,0.0000,746.3543,1
-269,36786.9140,-0.1765,-0.0000,0.0000,762.6840,1
-277,58730.0660,2.7417,-0.0000,0.0000,385.5869,1
-266,19894.8732,4.0299,-8.6140,0.0000,1172.6085,0
-275,21298.0474,2.7106,-0.0000,0.0000,1067.0189,1
-244,32053.4691,2.6711,-0.0000,0.0000,644.6177,0
-274,45091.5238,4.6022,-0.0000,0.0000,437.7567,1
-255,16463.0149,0.4933,-0.0000,0.0000,590.3841,1
-255,40380.3908,0.4140,-0.0000,0.0000,1131.1775,1
-255,82162.8834,1.9170,-0.0000,0.0000,1025.7345,0
-242,62268.2578,2.3161,-0.0000,0.0000,678.1889,0
-244,23482.3552,2.4897,-0.0000,0.0000,653.7721,1
-265,51919.3653,2.8732,-0.0000,0.0000,861.3534,0
-277,27621.6276,2.6671,-0.0000,0.0000,519.4543,1
-281,39964.5008,2.4147,-0.0000,0.0000,952.0054,1
-257,33494.4132,3.3592,-0.0000,0.0000,852.7940,0
-276,6700.9449,5.6652,-0.0000,0.0000,691.7352,1
-268,60147.0727,2.3287,-0.0000,0.0000,968.2825,0
-247,33502.5410,3.2261,-0.0000,0.0000,787.4191,1
-263,17237.1286,4.4837,-0.0000,0.0000,799.2756,1
-257,47538.7386,2.0646,-0.0000,0.0000,677.5604,1
-246,50921.2899,6.1543,-0.0000,0.0000,670.7060,0
-265,68594.6332,2.6903,-0.0000,0.0000,952.9425,1
-275,29963.7780,3.9430,-0.0000,0.0000,869.1739,1
-255,64561.0808,4.1544,-0.0000,0.0000,839.7918,0
-235,48708.5264,0.7527,-11.6780,0.0000,794.0452,0
-268,66504.8050,4.7670,-0.0000,0.0000,912.7025,0
-275,57015.4139,3.5296,-0.0000,0.0000,780.4645,1
-267,22005.4426,5.8284,-0.0000,0.0000,818.8900,1
-249,65527.3451,2.9966,-0.0000,0.0000,208.8646,1
-258,20672.9231,4.9754,-0.0000,0.0000,748.7063,0
-269,77372.8598,2.3744,-0.0000,0.0000,1052.2210,1
-276,37639.2844,4.0296,-0.0000,0.0000,400.2765,1
-263,15413.0071,0.7292,-0.0000,0.0000,1064.9285,1
